,virtual,downloadable,rating_count,average_rating,total_sales,tax_class,post_author,post_date,post_date_gmt,post_content,post_title,post_status,comment_status,ping_status,post_password,post_name,post_modified,post_modified_gmt,post_content_filtered,post_parent,menu_order,comment_count,idExport,id,product_id,id_web,idExport_1,onsale_web,price,stock_quantity,stock_status,idExport_2,price_z-score,millesime
11,0,0,0,0,32,,2,43207.8868287037,43207.80349537037,,Albert Mann Muscat 2018,publish,closed,closed,,albert-mann-muscat-2018,44057.76738425926,44057.68405092593,,0,0,0,2026-03-16 14:50:57.904,5ceac1a4-60ef-45af-a8e6-7a8862ff4e81,4706,15349,2026-03-16 14:50:57.904,1,16.8,23,instock,2026-03-16 14:50:57.904,-0.5642877039801923,False
12,0,0,0,0,1,,2,43203.5909837963,43203.50765046296,,Catherine et Claude Maréchal Pommard La Chanière 2016,publish,closed,closed,,catherine-et-claude-marechal-pommard-la-chaniere-2016,44064.72571759259,44064.64238425926,,0,0,0,2026-03-16 14:50:57.904,e11c00d3-9cff-4eab-9b77-8d5f7fc7f1e5,4604,15660,2026-03-16 14:50:57.904,1,49.0,9,instock,2026-03-16 14:50:57.904,0.593547327538858,False
13,0,0,0,0,0,,2,43743.4569212963,43743.37358796296,,Borie La Vitarèle Saint-Chinian Midi Rouge 2015,publish,closed,closed,,borie-la-vitarele-saint-chinian-midi-rouge-2015,44000.44798611111,44000.36465277777,,0,0,0,2026-03-16 14:50:57.904,56e726bf-e9af-4ca9-ad6f-9a96e4aefce0,6301,15745,2026-03-16 14:50:57.904,1,40.5,20,instock,2026-03-16 14:50:57.904,0.2879076453055683,False
14,0,0,0,0,3,,2,43430.456516203696,43430.41484953704,,Tempier Bandol Rouge 2017,publish,closed,closed,,tempier-bandol-2017,44069.71877314816,44069.63543981482,,0,0,0,2026-03-16 14:50:57.904,65b1a3a3-5ebe-4343-8ca5-4c7eacafa0eb,5564,15748,2026-03-16 14:50:57.904,1,30.8,21,instock,2026-03-16 14:50:57.904,-0.06088116853712696,False
15,0,0,0,0,5,,2,43946.55738425926,43946.47405092593,,Mouthes Le Bihan Côtes de Duras L'Aimé Chai 2015,publish,closed,closed,,mouthes-le-bihan-aime-chai-2015,44069.73267361112,44069.64934027778,,0,0,0,2026-03-16 14:50:57.904,33053c69-6a80-4f3c-b299-2e1634bb3545,6930,16135,2026-03-16 14:50:57.904,1,8.4,83,instock,2026-03-16 14:50:57.904,-0.8663316252460316,False
16,0,0,0,0,1,,2,43146.41993055555,43146.37826388889,,Le Pas de l'Escalette Terrasses du Larzac Les Clapas Rouge 2018,publish,closed,closed,,le-pas-de-lescalette-larzac-clapas-rouge-2018,44044.39935185185,44044.31601851852,,0,0,0,2026-03-16 14:50:57.904,a148b81b-df8a-4cc4-8ea0-ba840047cbed,4186,16190,2026-03-16 14:50:57.904,1,16.6,0,outofstock,2026-03-16 14:50:57.904,-0.5714792259150933,False
17,0,0,0,0,8,,2,43146.42961805555,43146.38795138889,,Château de La Liquière Languedoc Blanc Les Amandiers 2019,publish,closed,closed,,liquiere-languedoc-amandiers-blancs-2019,44068.767395833325,44068.6840625,,0,0,0,2026-03-16 14:50:57.904,9e9473f3-1d26-4c3d-888d-80e05292cfee,4188,16265,2026-03-16 14:50:57.904,1,9.5,99,instock,2026-03-16 14:50:57.904,-0.8267782546040764,False
18,0,0,0,0,11,,2,43223.532210648154,43223.44887731481,,Philippe Nusswitz Duché d'Uzès Orénia Rosé 2019,publish,closed,closed,,philippe-nusswitz-duche-uzes-orenia-rose-2019,44068.66322916666,44068.579895833325,,0,0,0,2026-03-16 14:50:57.904,0cd96da7-80de-4b32-ae30-39b0a31669dc,4860,16292,2026-03-16 14:50:57.904,1,8.699999999999998,85,instock,2026-03-16 14:50:57.904,-0.8555443423436803,False
19,0,0,0,0,0,,2,43430.47609953704,43430.43443287037,,Domaine Huet Vouvray Le Mont Moelleux Première Trie 2008,publish,closed,closed,,domaine-huet-vouvray-le-mont-moelleux-premiere-trie-2008,43960.6869212963,43960.60358796296,,0,0,0,2026-03-16 14:50:57.904,0441777a-1fd9-4278-83b1-b45b4d204662,5574,8463,2026-03-16 14:50:57.904,1,59.6,9,instock,2026-03-16 14:50:57.904,0.9746979900886075,False
20,0,0,0,0,0,,2,43496.60120370371,43496.55953703704,,Philippe Alliet Chinon Rouge Coteau de Noiré 2016,publish,closed,closed,,alliet-chinon-rouge-noire-2016,43605.65975694444,43605.57642361112,,0,0,0,2026-03-16 14:50:57.904,6c7f7272-7a0a-4e49-a69b-ed8f621b2c88,5709,15035,2026-03-16 14:50:57.904,1,31.7,0,outofstock,2026-03-16 14:50:57.904,-0.028519319830072814,False
21,0,0,0,0,9,,2,43511.59125,43511.549583333326,,Triennes IGP Méditerranée Rouge Les Auréliens 2016,publish,closed,closed,,triennes-igp-mediterranee-rouge-aureliens-2016,44065.67016203704,44065.586828703694,,0,0,0,2026-03-16 14:50:57.904,6134b08e-3c26-414d-8acb-8a25bd1ba05f,5737,15369,2026-03-16 14:50:57.904,1,11.0,12,instock,2026-03-16 14:50:57.904,-0.7728418400923194,False
22,0,0,0,0,6,,2,43237.4690625,43237.38572916666,,Alain Graillot Crozes-Hermitage Rouge 2017,publish,closed,closed,,alain-graillot-crozes-hermitage-rouge-2017,44030.454895833325,44030.3715625,,0,0,0,2026-03-16 14:50:57.904,c22405ac-730b-4e2d-8ee6-0e820c6fcdaf,4919,15531,2026-03-16 14:50:57.904,1,24.4,0,outofstock,2026-03-16 14:50:57.904,-0.29100987045395693,False
23,0,0,0,0,0,,2,43853.5032175926,43853.46155092592,,Weingut Besson-Strasser Zürich Pinot Noir Albi 2016,publish,closed,closed,,weingut-besson-strasser-zurich-pinot-noir-albi-2016,43883.37518518518,43883.33351851852,,0,0,0,2026-03-16 14:50:57.904,859ed8eb-d070-41f6-84b6-4f0018a9d88a,6631,15795,2026-03-16 14:50:57.904,1,47.2,12,instock,2026-03-16 14:50:57.904,0.5288236301247496,False
24,0,0,0,0,6,,2,43298.39631944444,43298.312986111116,,David Duband Côtes de Nuits Villages 2017,publish,closed,closed,,duband-cotes-de-nuits-villages-2017,44013.78822916666,44013.704895833325,,0,0,0,2026-03-16 14:50:57.904,50522a19-bb8e-4e11-bc7f-26d2c83dca50,5000,15868,2026-03-16 14:50:57.904,1,27.3,0,outofstock,2026-03-16 14:50:57.904,-0.1867328023978933,False
25,0,0,0,0,2,,2,43298.421631944446,43298.33829861111,,David Duband Vosne Romanée 2017,publish,closed,closed,,david-duband-vosne-romanee-2017,44048.73961805556,44048.65628472222,,0,0,0,2026-03-16 14:50:57.904,f850d0ef-022c-446b-a687-0e45ed90b552,5004,15871,2026-03-16 14:50:57.904,1,59.4,1,instock,2026-03-16 14:50:57.904,0.9675064681537064,False
26,0,0,0,0,5,,2,43146.44021990741,43146.39855324074,,Le Pas de l'Escalette Coteaux du Languedoc Ze Rozé 2019,publish,closed,closed,,le-pas-de-lescalette-coteaux-languedoc-ze-roze-2019,44029.44100694444,44029.35767361112,,0,0,0,2026-03-16 14:50:57.904,145a72ee-8b16-49a9-8af3-db5134e23cfa,4190,16191,2026-03-16 14:50:57.904,1,12.1,0,outofstock,2026-03-16 14:50:57.904,-0.7332884694503642,False
27,0,0,0,0,1,,2,43204.51451388889,43204.43118055556,,Marcel Windholtz Eau de Vie de Framboise d'Alsace,publish,closed,closed,,marcel-windholtz-eau-de-vie-de-framboise-dalsace,44058.37515046296,44058.29181712963,,0,0,0,2026-03-16 14:50:57.904,4e0114a6-94a3-4811-95c6-ae5a9d08e311,4636,2361,2026-03-16 14:50:57.904,1,50.0,4,instock,2026-03-16 14:50:57.904,0.6295049372133626,False
29,0,0,0,0,0,,2,43573.73336805555,43573.65003472222,,Zind-Humbrecht Riesling Clos Windsbuhl 2014,publish,closed,closed,,zind-humbrecht-riesling-clos-windsbuhl-2014,43754.74309027778,43754.65975694444,,0,0,0,2026-03-16 14:50:57.904,8b286f92-3f0b-41d1-a56a-7e7d844b80e7,5969,13211,2026-03-16 14:50:57.904,1,69.0,0,outofstock,2026-03-16 14:50:57.904,1.3126995210289514,False
30,0,0,0,0,0,,2,43181.48618055556,43181.44451388889,,Cognac Frapin Château de Fontpinot XO 1/2,publish,closed,closed,,cognac-frapin-chateau-de-fontpinot-xo-1-2,43829.39591435185,43829.354247685194,,0,0,0,2026-03-16 14:50:57.904,c1fb93db-6bd6-41a9-a649-9d99a353c89c,4405,13230,2026-03-16 14:50:57.904,1,68.1,6,instock,2026-03-16 14:50:57.904,1.2803376723218969,False
31,0,0,0,0,0,,2,43144.45059027777,43144.40892361111,,Emile Boeckel Pinot Noir Terres Rouges 2016,publish,closed,closed,,emile-boeckel-pinot-noir-terres-rouges-2016,44065.42016203704,44065.336828703694,,0,0,0,2026-03-16 14:50:57.904,658071a7-ffb3-40c7-aece-d22d472657be,4107,14800,2026-03-16 14:50:57.904,1,35.0,35,instock,2026-03-16 14:50:57.904,0.09014079209579261,False
32,0,0,0,0,0,,2,43559.65060185185,43559.56726851852,,Kingsbarns Distillery Lowland Single Malt Whisky,publish,closed,closed,,whisky-kingsbarns-lowland-single-malt,43806.74309027778,43806.70142361112,,0,0,0,2026-03-16 14:50:57.904,65f0f2ce-292d-49f8-aba7-c869cf980c86,5912,15227,2026-03-16 14:50:57.904,1,57.0,8,instock,2026-03-16 14:50:57.904,0.8812082049348953,False
33,0,0,0,0,0,,2,43143.38443287037,43143.34276620371,,Pierre Jean Villa Saint-Joseph Saut De l'Ange 2018,publish,closed,closed,,pierre-jean-villa-saint-joseph-saut-ange-2018,43771.5591087963,43771.51744212963,,0,0,0,2026-03-16 14:50:57.904,65190890-0452-465b-92fc-1d27e11c2e7c,4040,15303,2026-03-16 14:50:57.904,1,34.3,0,outofstock,2026-03-16 14:50:57.904,0.06497046532363925,False
34,0,0,0,0,4,,2,43543.66556712963,43543.62390046296,,Château d'Arcole Saint-Emilion Grand Cru 2016,publish,closed,closed,,arcole-saint-emilion-grand-cru-2016,44000.44797453704,44000.36464120371,,0,0,0,2026-03-16 14:50:57.904,ab7050d9-5828-4fde-833f-d5bd71458f13,5807,15471,2026-03-16 14:50:57.904,1,27.3,1,instock,2026-03-16 14:50:57.904,-0.1867328023978933,False
35,0,0,0,0,3,,2,43145.66861111111,43145.62694444445,,Ollieux Romanis Corbières Rouge Cuvée Prestige 2017,publish,closed,closed,,ollieux-romanis-corbieres-cuvee-prestige-2017,44065.6840625,44065.60072916666,,0,0,0,2026-03-16 14:50:57.904,8a13ea06-18c4-4957-a94d-5200128b3fa8,4167,15785,2026-03-16 14:50:57.904,1,14.3,36,instock,2026-03-16 14:50:57.904,-0.6541817281664539,False
36,0,0,0,0,0,,2,43159.61545138889,43159.57378472222,,Domaine de La Tour Du Bon Bandol Blanc 2019,publish,closed,closed,,la-tour-du-bon-bandol-blanc-2019,44069.66322916666,44069.579895833325,,0,0,0,2026-03-16 14:50:57.904,447ef117-c700-4790-b824-78bc3c176ce9,4297,16246,2026-03-16 14:50:57.904,1,19.0,26,instock,2026-03-16 14:50:57.904,-0.4851809626962821,False
37,0,0,0,0,12,,2,43237.50398148148,43237.42064814815,,Cave de Castelmaure Corbières Rouge N°3 2017,publish,closed,closed,,cave-de-castelmaure-corbieres-rouge-n3-2017,43993.46878472222,43993.38545138889,,0,0,0,2026-03-16 14:50:57.904,dec198eb-2dde-4b57-bd31-789d3f4f583e,4925,16277,2026-03-16 14:50:57.904,1,23.2,0,outofstock,2026-03-16 14:50:57.904,-0.33415900206336246,False
38,0,0,0,0,0,,2,43204.496377314805,43204.41304398148,,Marcel Windholtz Eau de Vie de Baie de Houx,publish,closed,closed,,marcel-windholtz-eau-de-vie-de-baie-de-houx,43942.58337962962,43942.5000462963,,0,0,0,2026-03-16 14:50:57.904,f0b54746-c84b-4601-8fef-082654be7804,4631,791,2026-03-16 14:50:57.904,1,76.8,3,instock,2026-03-16 14:50:57.904,1.5931688764900875,False
39,0,0,0,0,0,,2,43181.42533564815,43181.38366898148,,Wemyss Malts Blended Malt Scotch Whisky Peat Chimney,publish,closed,closed,,whisky-wemyss-peat-chimney,44008.447928240734,44008.364594907405,,0,0,0,2026-03-16 14:50:57.904,8bb97e9a-3819-4ad1-b215-2153f5333862,4391,11467,2026-03-16 14:50:57.904,1,49.5,7,instock,2026-03-16 14:50:57.904,0.6115261323761103,False
40,0,0,0,0,0,,2,43181.45034722222,43181.40868055556,,Wemyss Malts Blended Malt Scotch Whisky The Hive Batch Strength,publish,closed,closed,,whisky-wemyss-the-hive-batch-strength,43801.396261574075,43801.35459490741,,0,0,0,2026-03-16 14:50:57.904,75d5a098-eeb5-4962-96e6-4cc53011e9be,4397,12639,2026-03-16 14:50:57.904,1,59.0,7,instock,2026-03-16 14:50:57.904,0.9531234242839046,False
41,0,0,0,0,0,,2,43144.49284722222,43144.45118055555,,Zind-Humbrecht Muscat Grand Cru Goldert 2015,publish,closed,closed,,zind-humbrecht-muscat-gc-goldert-2015,43742.39591435185,43742.31258101852,,0,0,0,2026-03-16 14:50:57.904,e6cc9e05-9813-4cdf-b697-17ad17a5acb1,4137,13209,2026-03-16 14:50:57.904,1,29.8,0,outofstock,2026-03-16 14:50:57.904,-0.09683877821163163,False
42,0,0,0,0,0,,2,43543.43815972222,43543.39649305555,,Château de Chantegrive Graves Blanc Caroline 2016,publish,closed,closed,,chateau-de-chantegrive-caroline-blanc-2016,44041.40349537037,44041.32016203704,,0,0,0,2026-03-16 14:50:57.904,b4c184f9-6b2c-48b0-9860-ab3fc7fb7426,5795,13291,2026-03-16 14:50:57.904,1,23.0,18,instock,2026-03-16 14:50:57.904,-0.3413505239982634,False
43,0,0,0,0,0,,2,43207.71701388889,43207.63368055555,,Domaine Plageoles Vin de France Contre-Pied 2016,publish,closed,closed,,domaine-plageoles-vin-de-france-contre-pied-2016,44069.73266203704,44069.649328703694,,0,0,0,2026-03-16 14:50:57.904,3c43c271-907d-42ad-8c05-352ae2aa8c97,4690,13659,2026-03-16 14:50:57.904,1,12.8,15,instock,2026-03-16 14:50:57.904,-0.7081181426782109,False
45,0,0,0,0,0,,2,43511.74587962963,43511.70421296296,,Domaine Clerget Chambolle-Musigny Les Charmes 2015,publish,closed,closed,,clerget-chambolle-musigny-charmes-2015,43917.3959837963,43917.35431712963,,0,0,0,2026-03-16 14:50:57.904,124937f2-b3dc-487d-9d9c-e6d2db3daab9,5741,15127,2026-03-16 14:50:57.904,1,73.3,0,outofstock,2026-03-16 14:50:57.904,1.4673172426293213,False
46,0,0,0,0,6,,2,43146.60673611111,43146.56506944444,,Mas Laval IGP Pays d'Hérault Les Pampres Blancs 2018,publish,closed,closed,,mas-laval-igp-pays-herault-pampres-blanc-2018,44023.69795138889,44023.61461805556,,0,0,0,2026-03-16 14:50:57.904,0209749a-d976-41ba-b76b-6f64692ea407,4203,15415,2026-03-16 14:50:57.904,1,9.9,89,instock,2026-03-16 14:50:57.904,-0.8123952107342746,False
47,0,0,0,0,0,,2,43147.41820601852,43147.376539351855,,Lucien Boillot Volnay 1er Cru Les Angles 2017,publish,closed,closed,,lucien-boillot-volnay-1ercru-angles-2017,44057.48960648148,44057.40627314816,,0,0,0,2026-03-16 14:50:57.904,be181937-de45-485b-a180-1ddfbe87ff19,4213,15718,2026-03-16 14:50:57.904,1,58.8,2,instock,2026-03-16 14:50:57.904,0.9459319023490036,False
48,0,0,0,0,5,,2,43151.42792824074,43151.38626157407,,La Préceptorie Côtes du Roussillon Coume Marie 2018,publish,closed,closed,,preceptorie-cotes-du-roussillon-coume-marie-2018,44070.66321759259,44070.57988425926,,0,0,0,2026-03-16 14:50:57.904,702f87ee-083d-4c06-8986-f02d156cb97e,4244,15770,2026-03-16 14:50:57.904,1,13.5,50,instock,2026-03-16 14:50:57.904,-0.6829478159060577,False
49,0,0,0,0,15,,2,43147.46284722222,43147.42118055555,,Xavier Frissant Touraine Les Roses du Clos 2018,publish,closed,closed,,xavier-frissant-touraine-roses-du-clos-2018,44069.66322916666,44069.579895833325,,0,0,0,2026-03-16 14:50:57.904,6f608997-68e5-498b-a8d1-baef4f272c8b,4221,15829,2026-03-16 14:50:57.904,1,12.8,83,instock,2026-03-16 14:50:57.904,-0.7081181426782109,False
50,0,0,0,0,9,,2,43203.68327546296,43203.59994212962,,Bernard Baudry Chinon Rouge Les Grézeaux 2017,publish,closed,closed,,bernard-baudry-chinon-rouge-les-grezeaux-2017,44044.39934027778,44044.31600694444,,0,0,0,2026-03-16 14:50:57.904,5235d6f2-a307-486e-9481-45831e602bde,4621,15849,2026-03-16 14:50:57.904,1,16.5,49,instock,2026-03-16 14:50:57.904,-0.5750749868825438,False
51,0,0,0,0,30,,2,43151.48484953704,43151.44318287037,,Domaine Saint-Denis Bourgogne Rouge Clos de la Coque 2018,publish,closed,closed,,domaine-saint-denis-bourgogne-clos-coque-2018,44068.642395833325,44068.5590625,,0,0,0,2026-03-16 14:50:57.904,3a871abf-01ed-432b-918c-69eec3e23448,4250,16317,2026-03-16 14:50:57.904,1,19.5,14,instock,2026-03-16 14:50:57.904,-0.46720215785902974,False
52,0,0,0,0,4,,2,43237.53834490741,43237.45501157407,,Marcel Richaud Cairanne Rouge Les Estrambords 2011,publish,closed,closed,,marcel-richaud-cairanne-rouge-les-estrambords-2011,43642.39751157408,43642.31417824074,,0,0,0,2026-03-16 14:50:57.904,2ad2fa78-b53c-4f6a-a873-3d58fb7f48a9,4932,9937,2026-03-16 14:50:57.904,1,25.7,0,outofstock,2026-03-16 14:50:57.904,-0.24426497787710083,False
53,0,0,0,0,2,,2,43543.64922453704,43543.60755787037,,Château La Croix Meunier Saint-Emilion Grand Cru 2014,publish,closed,closed,,la-croix-meunier-saint-emilion-grand-cru-2014,44044.440995370365,44044.35766203704,,0,0,0,2026-03-16 14:50:57.904,d9df180b-a69f-4639-973e-7d2f1cfb4444,5806,13567,2026-03-16 14:50:57.904,1,17.4,0,outofstock,2026-03-16 14:50:57.904,-0.5427131381754896,False
54,0,0,0,0,1,,2,43207.71190972222,43207.62857638889,,Domaine Plageoles Côtes du Tarn Blanc Sec Ondenc,publish,closed,closed,,domaine-plageoles-cotes-du-tarn-blanc-sec-ondenc,44033.71876157408,44033.635428240734,,0,0,0,2026-03-16 14:50:57.904,c80055f9-54a2-4c02-8a25-b36c716e17b6,4689,13736,2026-03-16 14:50:57.904,1,12.8,6,instock,2026-03-16 14:50:57.904,-0.7081181426782109,False
55,0,0,0,0,0,,2,43299.44895833333,43299.365625,,Champagne Agrapart &amp; Fils Minéral Extra Brut Blanc de Blancs Grand Cru 2012,publish,closed,closed,,champagne-agrapart-fils-mineral-extra-brut-blanc-de-blancs-grand-cru-2012,43962.60766203704,43962.524328703694,,0,0,0,2026-03-16 14:50:57.904,54fbf861-b128-4935-af2a-fa9299fd97f4,5026,13913,2026-03-16 14:50:57.904,1,86.8,2,instock,2026-03-16 14:50:57.904,1.9527449732351343,False
56,0,0,0,0,5,,2,43151.66125,43151.619583333326,,Domaine Huet Vouvray Le Mont Sec 2017,publish,closed,closed,,domaine-huet-vouvray-le-mont-sec-2017,44064.51053240741,44064.427199074074,,0,0,0,2026-03-16 14:50:57.904,ecf6243c-259b-40ff-91d7-3d780e3ada59,4258,14485,2026-03-16 14:50:57.904,1,32.1,0,outofstock,2026-03-16 14:50:57.904,-0.01413627596027087,False
57,0,0,0,0,0,,2,43293.4736574074,43293.39032407408,,Domaine Peyre Rose Oro Blanc 2002,publish,closed,closed,,domaine-peyre-rose-oro-2002,43987.690995370365,43987.60766203704,,0,0,0,2026-03-16 14:50:57.904,2653a117-4bfd-4eb8-9f3c-b43e5139706c,4995,14509,2026-03-16 14:50:57.904,1,78.0,0,outofstock,2026-03-16 14:50:57.904,1.6363180080994932,False
58,0,0,0,0,0,,2,43344.64924768519,43344.56591435185,,Argentine Mendoza Alamos Torrontes 2017,publish,closed,closed,,argentine-mendoza-alamos-torrontes-2017,44023.58336805556,44023.50003472222,,0,0,0,2026-03-16 14:50:57.904,ef7fd8c7-d871-4f90-a73d-ac5e85007f56,5379,14561,2026-03-16 14:50:57.904,1,11.1,26,instock,2026-03-16 14:50:57.904,-0.7692460791248689,False
59,0,0,0,0,6,,2,43139.54087962963,43139.49921296296,,Pierre Jean Villa Saint-Joseph Préface 2018,publish,closed,closed,,pierre-jean-villa-saint-joseph-preface-2018,43829.39616898148,43829.35450231482,,0,0,0,2026-03-16 14:50:57.904,de02c4e1-b532-416c-840a-d627a2bb58ca,3847,15298,2026-03-16 14:50:57.904,1,24.2,0,outofstock,2026-03-16 14:50:57.904,-0.29820139238885784,False
60,0,0,0,0,7,,2,43208.909432870365,43208.82609953704,,Domaine de Montgilet Coteaux de l'Aubance 2017,publish,closed,closed,,domaine-de-montgilet-coteaux-de-laubance-2017,44065.37511574074,44065.29178240741,,0,0,0,2026-03-16 14:50:57.904,a062661f-78c0-4f59-8703-57c4eedb1cf4,4753,15429,2026-03-16 14:50:57.904,1,12.0,76,instock,2026-03-16 14:50:57.904,-0.7368842304178147,False
61,0,0,0,0,5,,2,43496.61050925926,43496.56884259259,,Albert Mann Riesling Cuvée Albert 2017,publish,closed,closed,,albert-mann-riesling-albert-2017,44030.440995370365,44030.35766203704,,0,0,0,2026-03-16 14:50:57.904,131e6cfa-8814-484d-9126-820a465a775a,5711,16121,2026-03-16 14:50:57.904,1,25.0,35,instock,2026-03-16 14:50:57.904,-0.2694353046492541,False
62,0,0,0,0,13,,2,43223.548125,43223.46479166667,,Mourgues du Grès Costières de Nîmes Capitelles Rosé 2018,publish,closed,closed,,mourgues-du-gres-costieres-de-nimes-capitelles-rose-2018,44047.78821759259,44047.70488425926,,0,0,0,2026-03-16 14:50:57.904,80df6dd8-4133-47db-9a91-73370402cedd,4865,16274,2026-03-16 14:50:57.904,1,9.8,1,instock,2026-03-16 14:50:57.904,-0.815990971701725,False
63,0,0,0,0,0,,2,43670.39497685185,43670.31164351852,,Domaine Giudicelli Vin de France Corail Rouge 2019,publish,closed,closed,,domaine-giudicelli-vin-de-france-corail-rouge-2019,44070.48961805556,44070.40628472222,,0,0,0,2026-03-16 14:50:57.904,79e423c7-458e-4e93-b263-729f5942decc,6205,16565,2026-03-16 14:50:57.904,1,20.2,109,instock,2026-03-16 14:50:57.904,-0.4420318310868765,False
64,0,0,0,0,0,,2,43258.719502314816,43258.63616898148,,Château Dutruch Grand Poujeaux Moulis 2016,publish,closed,closed,,chateau-dutruch-grand-poujeaux-moulis-2016,44030.3750462963,44030.29171296296,,0,0,0,2026-03-16 14:50:57.904,8625f863-90b4-4f76-9f34-a4ba4721e699,4978,13313,2026-03-16 14:50:57.904,1,18.5,0,outofstock,2026-03-16 14:50:57.904,-0.5031597675335344,False
